# GEN: 	 LUNGHEZZA DEL MIGLIORE: 	 LUNGHEZZA MEDIA:
1026	66.8303	66.8303
1027	66.8303	66.8303
1028	66.8303	66.8303
1029	66.8303	66.8303
1030	66.8303	66.8303
1031	66.8303	66.8303
1032	66.8303	66.8303
1033	66.8303	66.8303
1034	66.8303	66.8303
1035	66.8303	66.8303
1036	66.8303	66.8303
1037	66.8303	66.8303
1038	66.8303	66.8303
1039	66.8303	66.8303
1040	66.8303	66.8303
1041	66.8303	66.8303
1042	66.8303	66.8303
1043	66.8303	66.8303
1044	66.8303	66.8303
1045	66.8303	66.8303
1046	66.8303	66.8303
1047	66.8303	66.8303
1048	66.8303	66.8303
1049	66.8303	66.8303
1050	66.8303	66.8303
1051	66.8303	66.8303
1052	66.8303	66.8303
1053	66.8303	66.8303
1054	66.8303	66.8303
1055	66.8303	66.8303
1056	66.8303	66.8303
1057	66.8303	66.8303
1058	66.8303	66.8303
1059	66.8303	66.8303
1060	66.8303	66.8303
1061	66.8303	66.8303
1062	66.8303	66.8303
1063	66.8303	66.8303
1064	66.8303	66.8303
1065	66.8303	66.8303
1066	66.8303	66.8303
1067	66.8303	66.8303
1068	66.8303	66.8303
1069	66.8303	66.8303
1070	66.8303	66.8303
1071	66.8303	66.8303
1072	66.8303	66.8303
1073	66.8303	66.8303
1074	66.8303	66.8303
1075	66.8303	66.8303
1076	66.8303	66.8303
1077	66.8303	66.8303
1078	66.8303	66.8303
1079	66.8303	66.8303
1080	66.8303	66.8303
1081	66.8303	66.8303
1082	66.8303	66.8303
1083	66.8303	66.8303
1084	66.8303	66.8303
1085	66.8303	66.8303
1086	66.8303	66.8303
1087	66.8303	66.8303
1088	66.8303	66.8303
1089	66.8303	66.8303
1090	66.8303	66.8303
1091	66.8303	66.8303
1092	66.8303	66.8303
1093	66.8303	66.8303
1094	66.8303	66.8303
1095	66.8303	66.8303
1096	66.8303	66.8303
1097	66.8303	66.8303
1098	66.8303	66.8303
1099	66.8303	66.8303
1100	66.8303	66.8303
1101	66.8303	66.8303
1102	66.8303	66.8303
1103	66.8303	66.8303
1104	66.8303	66.8303
1105	66.8303	66.8303
1106	66.8303	66.8303
1107	66.8303	66.8303
1108	66.8303	66.8303
1109	66.8303	66.8303
1110	66.8303	66.8303
1111	66.8303	66.8303
1112	66.8303	66.8303
1113	66.8303	66.8303
1114	66.8303	66.8303
1115	66.8303	66.8303
1116	66.8303	66.8303
1117	66.8303	66.8303
1118	66.8303	66.8303
1119	66.8303	66.8303
1120	66.8303	66.8303
1121	66.8303	66.8303
1122	66.8303	66.8303
1123	66.8303	66.8303
1124	66.8303	66.8303
1125	66.8303	66.8303
1126	66.8303	66.8303
1127	66.8303	66.8303
1128	66.8303	66.8303
1129	66.8303	66.8303
1130	66.8303	66.8303
1131	66.8303	66.8303
1132	66.8303	66.8303
1133	66.8303	66.8303
1134	66.8303	66.8303
1135	66.8303	66.8303
1136	66.8303	66.8303
1137	66.8303	66.8303
1138	66.8303	66.8303
1139	66.8303	66.8303
1140	66.8303	66.8303
1141	66.8303	66.8303
1142	66.8303	66.8303
1143	66.8303	66.8303
1144	66.8303	66.8303
1145	66.8303	66.8303
1146	66.8303	66.8303
1147	66.8303	66.8303
1148	66.8303	66.8303
1149	66.8303	66.8303
1150	66.8303	66.8303
1151	66.8303	66.8303
1152	66.8303	66.8303
1153	66.8303	66.8303
1154	66.8303	66.8303
1155	66.8303	66.8303
1156	66.8303	66.8303
1157	66.8303	66.8303
1158	66.8303	66.8303
1159	66.8303	66.8303
1160	66.8303	66.8303
1161	66.8303	66.8303
1162	66.8303	66.8303
1163	66.8303	66.8303
1164	66.8303	66.8303
1165	66.8303	66.8303
1166	66.8303	66.8303
1167	66.8303	66.8303
1168	66.8303	66.8303
1169	66.8303	66.8303
1170	66.8303	66.8303
1171	66.8303	66.8303
1172	66.8303	66.8303
1173	66.8303	66.8303
